numero_processo,tribunal,segmento,classe_codigo,classe_nome,assunto_codigo,assunto_nome,data_ajuizamento,valor_causa,grau,orgao_julgador,municipio_ibge,n_movimentos,label
00004882820225110009,TRT11,trabalho,985,Ação Trabalhista - Rito Ordinário,13787,Adicional de Horas Extras,2022-06-07,0,G1,9ª Vara do Trabalho de Manaus,1302603,114,0
00009077220225110001,TRT11,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13062,Anotação na CTPS ,2022-06-07,0,G1,1ª Vara do Trabalho de Manaus,1302603,46,0
00005377820225110006,TRT11,trabalho,985,Ação Trabalhista - Rito Ordinário,13769,Horas Extras,2022-06-09,0,G1,6ª Vara do Trabalho de Manaus,1302603,96,0
00005001220225110019,TRT11,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13722,Reconhecimento de Relação de Emprego,2022-06-10,0,G1,19ª Vara do Trabalho de Manaus,1302603,95,0
00005318320225110002,TRT11,trabalho,985,Ação Trabalhista - Rito Ordinário,10655,Honorários Advocatícios,2022-06-10,0,G1,2ª Vara do Trabalho de Manaus,1302603,46,0
00005583920225110011,TRT11,trabalho,985,Ação Trabalhista - Rito Ordinário,13722,Reconhecimento de Relação de Emprego,2022-06-10,0,G1,11ª Vara do Trabalho de Manaus,1302603,38,0
00005288320225110017,TRT11,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13787,Adicional de Horas Extras,2022-06-11,0,G1,17ª Vara do Trabalho de Manaus,1302603,52,0
00005447920225110003,TRT11,trabalho,985,Ação Trabalhista - Rito Ordinário,13787,Adicional de Horas Extras,2022-06-13,0,G1,3ª Vara do Trabalho de Manaus,1302603,61,0
00005142620225110009,TRT11,trabalho,985,Ação Trabalhista - Rito Ordinário,13787,Adicional de Horas Extras,2022-06-14,0,G1,9ª Vara do Trabalho de Manaus,1302603,49,0
00005391220225110018,TRT11,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13787,Adicional de Horas Extras,2022-06-14,0,G1,6ª Vara do Trabalho de Manaus,1302603,95,1
00005792720225110007,TRT11,trabalho,985,Ação Trabalhista - Rito Ordinário,13722,Reconhecimento de Relação de Emprego,2022-06-14,0,G1,7ª Vara do Trabalho de Manaus,1302603,51,0
00012155220225110052,TRT11,trabalho,985,Ação Trabalhista - Rito Ordinário,13184,Honorários na Justiça do Trabalho ,2022-06-19,0,G1,2ª Vara do Trabalho de Boa Vista,1400100,92,0
00012337320225110052,TRT11,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13184,Honorários na Justiça do Trabalho ,2022-06-22,0,G1,2ª Vara do Trabalho de Boa Vista,1400100,91,0
00006053720225110003,TRT11,trabalho,985,Ação Trabalhista - Rito Ordinário,13787,Adicional de Horas Extras,2022-07-02,0,G1,8ª Vara do Trabalho de Manaus,1302603,165,1
00002640820225110101,TRT11,trabalho,985,Ação Trabalhista - Rito Ordinário,13719,FGTS,2022-07-02,0,G1,Vara do Trabalho de Parintins,1303403,61,0
00005860420225110012,TRT11,trabalho,985,Ação Trabalhista - Rito Ordinário,13787,Adicional de Horas Extras,2022-07-02,0,G1,7ª Vara do Trabalho de Manaus,1302603,148,1
00006016420225110014,TRT11,trabalho,985,Ação Trabalhista - Rito Ordinário,13787,Adicional de Horas Extras,2022-07-02,0,G1,14ª Vara do Trabalho de Manaus,1302603,100,1
00010422520225110053,TRT11,trabalho,985,Ação Trabalhista - Rito Ordinário,13787,Adicional de Horas Extras,2022-07-02,0,G1,3ª Vara do Trabalho de Boa Vista,1400100,233,1
00006269520225110008,TRT11,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13787,Adicional de Horas Extras,2022-07-02,0,G1,1ª Vara do Trabalho de Manaus,1302603,96,1
00006123220225110002,TRT11,trabalho,985,Ação Trabalhista - Rito Ordinário,13787,Adicional de Horas Extras,2022-07-02,0,G1,6ª Vara do Trabalho de Manaus,1302603,138,1
00005763620225110019,TRT11,trabalho,985,Ação Trabalhista - Rito Ordinário,13481,Multa Convencional ,2022-07-04,0,G1,19ª Vara do Trabalho de Manaus,1302603,438,0
00006319620225110015,TRT11,trabalho,985,Ação Trabalhista - Rito Ordinário,13390,Dano Moral / Material ,2022-07-05,0,G1,15ª Vara do Trabalho de Manaus,1302603,57,0
00006094720225110012,TRT11,trabalho,985,Ação Trabalhista - Rito Ordinário,13787,Adicional de Horas Extras,2022-07-08,0,G1,12ª Vara do Trabalho de Manaus,1302603,109,1
00006702320225110006,TRT11,trabalho,985,Ação Trabalhista - Rito Ordinário,13722,Reconhecimento de Relação de Emprego,2022-07-13,0,G1,6ª Vara do Trabalho de Manaus,1302603,49,0
00001356420225110501,TRT11,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13765,Adicional Noturno,2022-07-13,0,G1,Vara do Trabalho de EirunepE,1301407,147,1
00006997320225110006,TRT11,trabalho,985,Ação Trabalhista - Rito Ordinário,13787,Adicional de Horas Extras,2022-07-18,0,G1,6ª Vara do Trabalho de Manaus,1302603,111,0
00004803020225110016,TRT11,trabalho,985,Ação Trabalhista - Rito Ordinário,13787,Adicional de Horas Extras,2022-07-20,0,G1,16ª Vara do Trabalho de Manaus,1302603,140,0
00011557620225110053,TRT11,trabalho,985,Ação Trabalhista - Rito Ordinário,13787,Adicional de Horas Extras,2022-07-21,0,G1,3ª Vara do Trabalho de Boa Vista,1400100,93,0
00006439820225110019,TRT11,trabalho,985,Ação Trabalhista - Rito Ordinário,13719,FGTS,2022-07-21,0,G1,19ª Vara do Trabalho de Manaus,1302603,262,0
00006855620225110017,TRT11,trabalho,985,Ação Trabalhista - Rito Ordinário,13787,Adicional de Horas Extras,2022-07-23,0,G1,6ª Vara do Trabalho de Manaus,1302603,86,1
00006543020225110019,TRT11,trabalho,985,Ação Trabalhista - Rito Ordinário,13772,Intervalo Intrajornada,2022-07-23,0,G1,19ª Vara do Trabalho de Manaus,1302603,231,0
00003138420225110251,TRT11,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13772,Intervalo Intrajornada,2022-07-27,0,G1,Vara do Trabalho de Coari,1301209,44,0
00007064420225110013,TRT11,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13787,Adicional de Horas Extras,2022-07-29,0,G1,13ª Vara do Trabalho de Manaus,1302603,57,0
00006984920225110019,TRT11,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13772,Intervalo Intrajornada,2022-08-06,0,G1,19ª Vara do Trabalho de Manaus,1302603,124,0
00007349720225110017,TRT11,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13787,Adicional de Horas Extras,2022-08-06,0,G1,18ª Vara do Trabalho de Manaus,1302603,95,1
00007001920225110019,TRT11,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13772,Intervalo Intrajornada,2022-08-06,0,G1,19ª Vara do Trabalho de Manaus,1302603,126,1
00007906320225110007,TRT11,trabalho,985,Ação Trabalhista - Rito Ordinário,13787,Adicional de Horas Extras,2022-08-06,0,G1,14ª Vara do Trabalho de Manaus,1302603,100,1
00007905120225110011,TRT11,trabalho,985,Ação Trabalhista - Rito Ordinário,13772,Intervalo Intrajornada,2022-08-06,0,G1,19ª Vara do Trabalho de Manaus,1302603,135,1
00011987220225110001,TRT11,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13184,Honorários na Justiça do Trabalho ,2022-08-10,0,G1,18ª Vara do Trabalho de Manaus,1302603,28,0
00007643220225110018,TRT11,trabalho,985,Ação Trabalhista - Rito Ordinário,13184,Honorários na Justiça do Trabalho ,2022-08-15,0,G1,18ª Vara do Trabalho de Manaus,1302603,75,0
00008225620225110011,TRT11,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13787,Adicional de Horas Extras,2022-08-16,0,G1,9ª Vara do Trabalho de Manaus,1302603,98,0
00007907520225110003,TRT11,trabalho,985,Ação Trabalhista - Rito Ordinário,13769,Horas Extras,2022-08-16,0,G1,3ª Vara do Trabalho de Manaus,1302603,51,0
00005781520225110016,TRT11,trabalho,985,Ação Trabalhista - Rito Ordinário,13184,Honorários na Justiça do Trabalho ,2022-08-17,0,G1,16ª Vara do Trabalho de Manaus,1302603,62,0
00008157920225110006,TRT11,trabalho,985,Ação Trabalhista - Rito Ordinário,13184,Honorários na Justiça do Trabalho ,2022-08-17,0,G1,6ª Vara do Trabalho de Manaus,1302603,170,1
00007730920225110013,TRT11,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13184,Honorários na Justiça do Trabalho ,2022-08-18,0,G1,10ª Vara do Trabalho de Manaus,1302603,119,0
00008382220225110007,TRT11,trabalho,985,Ação Trabalhista - Rito Ordinário,13184,Honorários na Justiça do Trabalho ,2022-08-19,0,G1,7ª Vara do Trabalho de Manaus,1302603,79,0
00007825320225110018,TRT11,trabalho,985,Ação Trabalhista - Rito Ordinário,13184,Honorários na Justiça do Trabalho ,2022-08-19,0,G1,18ª Vara do Trabalho de Manaus,1302603,123,0
00007791620225110013,TRT11,trabalho,985,Ação Trabalhista - Rito Ordinário,13772,Intervalo Intrajornada,2022-08-19,0,G1,13ª Vara do Trabalho de Manaus,1302603,261,0
00008476920225110011,TRT11,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13772,Intervalo Intrajornada,2022-08-22,0,G1,19ª Vara do Trabalho de Manaus,1302603,111,1
00008155520225110014,TRT11,trabalho,985,Ação Trabalhista - Rito Ordinário,13787,Adicional de Horas Extras,2022-08-27,0,G1,14ª Vara do Trabalho de Manaus,1302603,105,0
00008146120225110017,TRT11,trabalho,985,Ação Trabalhista - Rito Ordinário,13787,Adicional de Horas Extras,2022-08-27,0,G1,18ª Vara do Trabalho de Manaus,1302603,58,0
00008634420225110004,TRT11,trabalho,985,Ação Trabalhista - Rito Ordinário,12948,Anulação / Nulidade de Ato ou Negócio Jurídico ,2022-08-29,0,G1,4ª Vara do Trabalho de Manaus,1302603,79,0
00008339420225110008,TRT11,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13772,Intervalo Intrajornada,2022-08-29,0,G1,8ª Vara do Trabalho de Manaus,1302603,61,0
00008678420225110003,TRT11,trabalho,985,Ação Trabalhista - Rito Ordinário,13184,Honorários na Justiça do Trabalho ,2022-09-08,0,G1,3ª Vara do Trabalho de Manaus,1302603,37,0
00006535420225110016,TRT11,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,12948,Anulação / Nulidade de Ato ou Negócio Jurídico ,2022-09-08,0,G1,16ª Vara do Trabalho de Manaus,1302603,274,1
00008876920225110005,TRT11,trabalho,985,Ação Trabalhista - Rito Ordinário,13732,Acúmulo de Função,2022-09-08,0,G1,5ª Vara do Trabalho de Manaus,1302603,46,0
00009058420225110007,TRT11,trabalho,985,Ação Trabalhista - Rito Ordinário,13184,Honorários na Justiça do Trabalho ,2022-09-09,0,G1,7ª Vara do Trabalho de Manaus,1302603,77,0
00009075420225110007,TRT11,trabalho,985,Ação Trabalhista - Rito Ordinário,13769,Horas Extras,2022-09-09,0,G1,12ª Vara do Trabalho de Manaus,1302603,63,0
00008824420225110006,TRT11,trabalho,985,Ação Trabalhista - Rito Ordinário,13184,Honorários na Justiça do Trabalho ,2022-09-09,0,G1,6ª Vara do Trabalho de Manaus,1302603,101,1
00008946120225110005,TRT11,trabalho,985,Ação Trabalhista - Rito Ordinário,13184,Honorários na Justiça do Trabalho ,2022-09-10,0,G1,5ª Vara do Trabalho de Manaus,1302603,47,0
00008570720225110014,TRT11,trabalho,985,Ação Trabalhista - Rito Ordinário,13769,Horas Extras,2022-09-12,0,G1,14ª Vara do Trabalho de Manaus,1302603,94,1
00008892420225110010,TRT11,trabalho,985,Ação Trabalhista - Rito Ordinário,13769,Horas Extras,2022-09-13,0,G1,10ª Vara do Trabalho de Manaus,1302603,80,0
00008874820225110012,TRT11,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13787,Adicional de Horas Extras,2022-09-17,0,G1,9ª Vara do Trabalho de Manaus,1302603,138,1
00009135220225110010,TRT11,trabalho,985,Ação Trabalhista - Rito Ordinário,13787,Adicional de Horas Extras,2022-09-17,0,G1,1ª Vara do Trabalho de Manaus,1302603,42,0
00013658920225110001,TRT11,trabalho,985,Ação Trabalhista - Rito Ordinário,13787,Adicional de Horas Extras,2022-09-17,0,G1,6ª Vara do Trabalho de Manaus,1302603,80,1
00009022920225110008,TRT11,trabalho,985,Ação Trabalhista - Rito Ordinário,13772,Intervalo Intrajornada,2022-09-17,0,G1,18ª Vara do Trabalho de Manaus,1302603,147,1
00008336120225110019,TRT11,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13787,Adicional de Horas Extras,2022-09-17,0,G1,19ª Vara do Trabalho de Manaus,1302603,75,0
00008946720225110003,TRT11,trabalho,985,Ação Trabalhista - Rito Ordinário,13787,Adicional de Horas Extras,2022-09-17,0,G1,3ª Vara do Trabalho de Manaus,1302603,123,1
00009448120225110007,TRT11,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13787,Adicional de Horas Extras,2022-09-20,0,G1,1ª Vara do Trabalho de Manaus,1302603,96,1
00009030220225110012,TRT11,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13787,Adicional de Horas Extras,2022-09-22,0,G1,17ª Vara do Trabalho de Manaus,1302603,134,1
00009420520225110010,TRT11,trabalho,985,Ação Trabalhista - Rito Ordinário,13787,Adicional de Horas Extras,2022-09-23,0,G1,6ª Vara do Trabalho de Manaus,1302603,37,0
00015211820225110053,TRT11,trabalho,985,Ação Trabalhista - Rito Ordinário,13787,Adicional de Horas Extras,2022-09-26,0,G1,3ª Vara do Trabalho de Boa Vista,1400100,69,0
00009665720225110002,TRT11,trabalho,985,Ação Trabalhista - Rito Ordinário,12948,Anulação / Nulidade de Ato ou Negócio Jurídico ,2022-09-30,0,G1,19ª Vara do Trabalho de Manaus,1302603,161,1
00009506720225110014,TRT11,trabalho,985,Ação Trabalhista - Rito Ordinário,13787,Adicional de Horas Extras,2022-10-03,0,G1,14ª Vara do Trabalho de Manaus,1302603,79,1
00008867220225110009,TRT11,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13787,Adicional de Horas Extras,2022-10-04,0,G1,9ª Vara do Trabalho de Manaus,1302603,140,1
00010097620225110007,TRT11,trabalho,985,Ação Trabalhista - Rito Ordinário,13773,Repouso Semanal Remunerado e Feriado,2022-10-13,0,G1,7ª Vara do Trabalho de Manaus,1302603,51,0
00009904920225110014,TRT11,trabalho,985,Ação Trabalhista - Rito Ordinário,13787,Adicional de Horas Extras,2022-10-17,0,G1,14ª Vara do Trabalho de Manaus,1302603,68,0
00009558320225110016,TRT11,trabalho,985,Ação Trabalhista - Rito Ordinário,13787,Adicional de Horas Extras,2022-10-24,0,G1,16ª Vara do Trabalho de Manaus,1302603,106,0
00009522220225110019,TRT11,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13184,Honorários na Justiça do Trabalho ,2022-10-25,0,G1,19ª Vara do Trabalho de Manaus,1302603,91,0
00009999620225110018,TRT11,trabalho,985,Ação Trabalhista - Rito Ordinário,13390,Dano Moral / Material ,2022-10-26,0,G1,18ª Vara do Trabalho de Manaus,1302603,51,0
00010035420225110012,TRT11,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13772,Intervalo Intrajornada,2022-10-27,0,G1,12ª Vara do Trabalho de Manaus,1302603,34,0
00010122820225110008,TRT11,trabalho,985,Ação Trabalhista - Rito Ordinário,13772,Intervalo Intrajornada,2022-10-27,0,G1,18ª Vara do Trabalho de Manaus,1302603,45,0
00010233920225110014,TRT11,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13787,Adicional de Horas Extras,2022-10-27,0,G1,14ª Vara do Trabalho de Manaus,1302603,84,1
00010511920225110010,TRT11,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13787,Adicional de Horas Extras,2022-10-29,0,G1,14ª Vara do Trabalho de Manaus,1302603,105,1
00009687320225110019,TRT11,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13787,Adicional de Horas Extras,2022-10-31,0,G1,19ª Vara do Trabalho de Manaus,1302603,46,0
00010183520225110008,TRT11,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13787,Adicional de Horas Extras,2022-11-01,0,G1,12ª Vara do Trabalho de Manaus,1302603,86,1
00015286920225110001,TRT11,trabalho,985,Ação Trabalhista - Rito Ordinário,13722,Reconhecimento de Relação de Emprego,2022-11-01,0,G1,1ª Vara do Trabalho de Manaus,1302603,39,0
00010675220225110016,TRT11,trabalho,985,Ação Trabalhista - Rito Ordinário,13787,Adicional de Horas Extras,2022-11-03,0,G1,4ª Vara do Trabalho de Manaus,1302603,104,0
00005394520225110201,TRT11,trabalho,985,Ação Trabalhista - Rito Ordinário,13787,Adicional de Horas Extras,2022-11-04,0,G1,Vara do Trabalho de Manacapuru,1302504,71,0
00009842720225110019,TRT11,trabalho,985,Ação Trabalhista - Rito Ordinário,13406,Dispensa / Rescisão do Contrato de Trabalho ,2022-11-04,0,G1,19ª Vara do Trabalho de Manaus,1302603,69,0
00010617520225110006,TRT11,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13787,Adicional de Horas Extras,2022-11-05,0,G1,1ª Vara do Trabalho de Manaus,1302603,100,1
00010849120225110015,TRT11,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13787,Adicional de Horas Extras,2022-11-05,0,G1,1ª Vara do Trabalho de Manaus,1302603,33,0
00009837220225110009,TRT11,trabalho,985,Ação Trabalhista - Rito Ordinário,13787,Adicional de Horas Extras,2022-11-05,0,G1,9ª Vara do Trabalho de Manaus,1302603,109,1
00010398120225110017,TRT11,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13732,Acúmulo de Função,2022-11-08,0,G1,17ª Vara do Trabalho de Manaus,1302603,88,0
00019829020225110052,TRT11,trabalho,985,Ação Trabalhista - Rito Ordinário,10655,Honorários Advocatícios,2022-11-09,0,G1,2ª Vara do Trabalho de Boa Vista,1400100,71,0
00011004520225110015,TRT11,trabalho,985,Ação Trabalhista - Rito Ordinário,13722,Reconhecimento de Relação de Emprego,2022-11-11,0,G1,15ª Vara do Trabalho de Manaus,1302603,35,0
00010484020225110018,TRT11,trabalho,985,Ação Trabalhista - Rito Ordinário,13787,Adicional de Horas Extras,2022-11-14,0,G1,18ª Vara do Trabalho de Manaus,1302603,40,0
00011213620225110010,TRT11,trabalho,985,Ação Trabalhista - Rito Ordinário,13787,Adicional de Horas Extras,2022-11-18,0,G1,12ª Vara do Trabalho de Manaus,1302603,51,0
00010171720225110019,TRT11,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13787,Adicional de Horas Extras,2022-11-19,0,G1,9ª Vara do Trabalho de Manaus,1302603,101,1
00010191720225110009,TRT11,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13787,Adicional de Horas Extras,2022-11-19,0,G1,9ª Vara do Trabalho de Manaus,1302603,73,0
00011274320225110010,TRT11,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13772,Intervalo Intrajornada,2022-11-21,0,G1,10ª Vara do Trabalho de Manaus,1302603,36,0
00010970220225110012,TRT11,trabalho,985,Ação Trabalhista - Rito Ordinário,13772,Intervalo Intrajornada,2022-11-22,0,G1,12ª Vara do Trabalho de Manaus,1302603,166,0
00005662820225110201,TRT11,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13787,Adicional de Horas Extras,2022-11-23,0,G1,Vara do Trabalho de Manacapuru,1302504,32,0
00011500720225110004,TRT11,trabalho,985,Ação Trabalhista - Rito Ordinário,13184,Honorários na Justiça do Trabalho ,2022-11-25,0,G1,14ª Vara do Trabalho de Manaus,1302603,55,0
00005689520225110201,TRT11,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13787,Adicional de Horas Extras,2022-11-25,0,G1,Vara do Trabalho de Manacapuru,1302504,43,0
00005698020225110201,TRT11,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13787,Adicional de Horas Extras,2022-11-25,0,G1,Vara do Trabalho de Manacapuru,1302504,65,0
00011151720225110014,TRT11,trabalho,985,Ação Trabalhista - Rito Ordinário,13690,Financeiras/Equiparação Bancário,2022-11-25,0,G1,14ª Vara do Trabalho de Manaus,1302603,106,1
00011466420225110005,TRT11,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13772,Intervalo Intrajornada,2022-11-28,0,G1,5ª Vara do Trabalho de Manaus,1302603,48,0
00011142020225110018,TRT11,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13787,Adicional de Horas Extras,2022-12-07,0,G1,18ª Vara do Trabalho de Manaus,1302603,68,0
00011699220225110010,TRT11,trabalho,985,Ação Trabalhista - Rito Ordinário,13719,FGTS,2022-12-07,0,G1,10ª Vara do Trabalho de Manaus,1302603,237,0
00011793620225110011,TRT11,trabalho,985,Ação Trabalhista - Rito Ordinário,13722,Reconhecimento de Relação de Emprego,2022-12-07,0,G1,11ª Vara do Trabalho de Manaus,1302603,39,0
00017784320225110053,TRT11,trabalho,985,Ação Trabalhista - Rito Ordinário,13787,Adicional de Horas Extras,2022-12-12,0,G1,3ª Vara do Trabalho de Boa Vista,1400100,68,0
00020962920225110052,TRT11,trabalho,985,Ação Trabalhista - Rito Ordinário,13787,Adicional de Horas Extras,2022-12-12,0,G1,3ª Vara do Trabalho de Boa Vista,1400100,84,0
00011315620225110018,TRT11,trabalho,985,Ação Trabalhista - Rito Ordinário,13370,Categoria Econômica ,2022-12-14,0,G1,18ª Vara do Trabalho de Manaus,1302603,39,0
00011438520225110013,TRT11,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13772,Intervalo Intrajornada,2022-12-16,0,G1,13ª Vara do Trabalho de Manaus,1302603,33,0
00011499220225110013,TRT11,trabalho,985,Ação Trabalhista - Rito Ordinário,13722,Reconhecimento de Relação de Emprego,2022-12-19,0,G1,13ª Vara do Trabalho de Manaus,1302603,63,0
00011003320225110019,TRT11,trabalho,985,Ação Trabalhista - Rito Ordinário,13707,Contrato Individual de Trabalho,2022-12-21,0,G1,19ª Vara do Trabalho de Manaus,1302603,307,1
00000246420235110010,TRT11,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13787,Adicional de Horas Extras,2023-01-12,0,G1,10ª Vara do Trabalho de Manaus,1302603,93,1
00000325920235110004,TRT11,trabalho,985,Ação Trabalhista - Rito Ordinário,13787,Adicional de Horas Extras,2023-01-13,0,G1,4ª Vara do Trabalho de Manaus,1302603,62,0
00000322620235110015,TRT11,trabalho,985,Ação Trabalhista - Rito Ordinário,13184,Honorários na Justiça do Trabalho ,2023-01-17,0,G1,15ª Vara do Trabalho de Manaus,1302603,75,0
00000507420235110006,TRT11,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13787,Adicional de Horas Extras,2023-01-17,0,G1,15ª Vara do Trabalho de Manaus,1302603,44,0
00000547220235110019,TRT11,trabalho,985,Ação Trabalhista - Rito Ordinário,13722,Reconhecimento de Relação de Emprego,2023-01-23,0,G1,19ª Vara do Trabalho de Manaus,1302603,87,0
00000611220235110004,TRT11,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13787,Adicional de Horas Extras,2023-01-23,0,G1,4ª Vara do Trabalho de Manaus,1302603,89,1
00000961920235110053,TRT11,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13787,Adicional de Horas Extras,2023-01-30,0,G1,3ª Vara do Trabalho de Boa Vista,1400100,35,0
00001043420235110008,TRT11,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13787,Adicional de Horas Extras,2023-02-02,0,G1,8ª Vara do Trabalho de Manaus,1302603,53,0
00001156920235110006,TRT11,trabalho,985,Ação Trabalhista - Rito Ordinário,13184,Honorários na Justiça do Trabalho ,2023-02-06,0,G1,6ª Vara do Trabalho de Manaus,1302603,151,1
00001326620235110019,TRT11,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13787,Adicional de Horas Extras,2023-02-15,0,G1,19ª Vara do Trabalho de Manaus,1302603,120,1
00001658920235110008,TRT11,trabalho,985,Ação Trabalhista - Rito Ordinário,13787,Adicional de Horas Extras,2023-02-22,0,G1,8ª Vara do Trabalho de Manaus,1302603,60,0
00001744220235110011,TRT11,trabalho,985,Ação Trabalhista - Rito Ordinário,13432,Férias / Gozo / Fruição ,2023-02-24,0,G1,11ª Vara do Trabalho de Manaus,1302603,80,0
00001586720235110018,TRT11,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13787,Adicional de Horas Extras,2023-02-24,0,G1,19ª Vara do Trabalho de Manaus,1302603,125,1
00001822520235110009,TRT11,trabalho,985,Ação Trabalhista - Rito Ordinário,13787,Adicional de Horas Extras,2023-02-28,0,G1,9ª Vara do Trabalho de Manaus,1302603,39,0
00001751220235110016,TRT11,trabalho,985,Ação Trabalhista - Rito Ordinário,10655,Honorários Advocatícios,2023-03-02,0,G1,16ª Vara do Trabalho de Manaus,1302603,107,0
00001997920235110003,TRT11,trabalho,985,Ação Trabalhista - Rito Ordinário,13787,Adicional de Horas Extras,2023-03-08,0,G1,3ª Vara do Trabalho de Manaus,1302603,32,0
00002420420235110007,TRT11,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13787,Adicional de Horas Extras,2023-03-18,0,G1,5ª Vara do Trabalho de Manaus,1302603,46,0
00002845020235110008,TRT11,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13772,Intervalo Intrajornada,2023-03-27,0,G1,8ª Vara do Trabalho de Manaus,1302603,42,0
00002747320235110018,TRT11,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13772,Intervalo Intrajornada,2023-03-29,0,G1,18ª Vara do Trabalho de Manaus,1302603,46,0
00003105420235110006,TRT11,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13787,Adicional de Horas Extras,2023-03-30,0,G1,1ª Vara do Trabalho de Manaus,1302603,40,0
00002983720235110007,TRT11,trabalho,985,Ação Trabalhista - Rito Ordinário,13787,Adicional de Horas Extras,2023-04-01,0,G1,4ª Vara do Trabalho de Manaus,1302603,61,0
00000604420235110451,TRT11,trabalho,985,Ação Trabalhista - Rito Ordinário,13787,Adicional de Horas Extras,2023-04-01,0,G1,Vara do Trabalho de HumaitA,1301704,129,0
00001248120235110151,TRT11,trabalho,985,Ação Trabalhista - Rito Ordinário,13184,Honorários na Justiça do Trabalho ,2023-04-05,0,G1,Vara do Trabalho de Itacoatiara,1301902,85,1
00003171620235110016,TRT11,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13184,Honorários na Justiça do Trabalho ,2023-04-10,0,G1,18ª Vara do Trabalho de Manaus,1302603,47,0
00003503020235110008,TRT11,trabalho,985,Ação Trabalhista - Rito Ordinário,13390,Dano Moral / Material ,2023-04-12,0,G1,8ª Vara do Trabalho de Manaus,1302603,59,0
00003617720235110002,TRT11,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13184,Honorários na Justiça do Trabalho ,2023-04-15,0,G1,18ª Vara do Trabalho de Manaus,1302603,117,0
00003687220235110001,TRT11,trabalho,985,Ação Trabalhista - Rito Ordinário,13787,Adicional de Horas Extras,2023-04-15,0,G1,6ª Vara do Trabalho de Manaus,1302603,51,0
00004244620235110053,TRT11,trabalho,985,Ação Trabalhista - Rito Ordinário,13787,Adicional de Horas Extras,2023-04-18,0,G1,3ª Vara do Trabalho de Boa Vista,1400100,59,0
00003686320235110004,TRT11,trabalho,985,Ação Trabalhista - Rito Ordinário,13787,Adicional de Horas Extras,2023-04-18,0,G1,4ª Vara do Trabalho de Manaus,1302603,29,0
00003911520235110002,TRT11,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13769,Horas Extras,2023-04-24,0,G1,2ª Vara do Trabalho de Manaus,1302603,52,0
